,CD3,CD4,CD8a,CD11b,CD14,CD15,CD16,CD19,CD20,CD25,CD27,CD28,CD34,CD45RA,CD45RO,CD56,CD62L,CD69,CD80,CD86,CD127,CD137,CD197,CD274,CD278,CD335,PD-1,HLA-DR,TIGIT
GATA3,0.16459501442504482,0.11208179163598568,0.19107093958382404,0.07684922781013052,0.017643805831650258,0.04167335045344645,0.0516449014334456,0.03565315657384582,0.03763924220348196,0.03030523077223873,-0.012621365360434773,0.007697625179733502,0.013588067920018824,0.13229620914991835,0.027299435752339073,0.06742621688839256,0.03245613126936411,0.054709627370389174,0.03785724364101796,0.010623355307053594,0.08262867593378288,0.011643101620861948,0.04376449733214366,0.04836826183517199,0.1190340711133314,0.05375809985947715,0.06415285105048318,0.011195026189830969,-0.0013928770328062382
MYB,-0.0743498207322377,-0.04281047472758067,0.015474208391415709,-0.04020110318233626,-0.0024839777758624893,-0.0057764454913833705,-0.019315193008277526,-0.006886024097031034,0.03875309781652639,0.0029027638965666612,0.25687535718987947,0.1049869927176555,-0.007548056138126971,-0.02822070318370566,-0.023545781299763174,-0.035292897707130864,0.030012008401884095,-0.009893465314963308,-0.00861785808907327,-0.0021080571020424986,0.09889197988135644,0.00234774278251534,0.0018960361317462476,-0.0036535184686048074,-0.0542265906481126,-0.011197832919023772,0.07467021983480501,-0.012390595521680536,0.03778468572649208
E2F1,-0.020402363364594306,-0.04264351303855274,0.03124695270116636,-0.000833755800281876,-0.0002728431206007122,-0.0009383534490185553,0.0005133587450102562,-0.00150179303047713,0.014393995877132101,0.004194516778026299,0.08361621894150369,0.014605165085151287,0.00218242804932563,0.03562248242012178,-0.04868264726268972,0.002785930755341733,0.016147328385308805,-0.0004323763286574038,-0.0012679019272553594,-0.0016617938657908728,0.035352814648104365,-0.006195565831679888,0.0024081899689115103,0.0008152750368930944,-0.03769799910643152,0.004545363273629061,-0.01797770763979478,-0.00755460582192575,0.0029945376236895018
NFKB1,0.2216318005770155,0.06197096486433077,0.11458928300647454,0.08766269476000746,0.017359713884109923,0.04283849238743427,0.0551315398963318,0.03168232933966672,0.010669999824696816,0.028054940489064924,-0.13606115539337213,-0.0454596395901294,0.01589940724813138,0.1305503364963644,0.042450752885898176,0.09266207188738172,0.012541191906557881,0.054363809885292165,0.037040405392589175,0.011185456601051705,0.011122654147713042,0.01442094690651108,0.036890720512452846,0.03957644113048298,0.10788965037979951,0.05421187081721458,-0.03594965247506089,0.02114945072814177,-0.010719236071543486
STAT1,0.07857487825937141,0.034266740577606425,-0.004115724530403075,0.024426866872167066,0.007039101894444585,0.01811391046964763,0.010505227999343525,0.010738235943031376,0.025394462808701727,0.01776138546248791,0.07864801190524483,0.06027201732355828,-0.004051354583017583,-0.008024688781035395,0.045082483557736565,0.02539070888080628,0.020776990372093084,0.016829339365137152,0.014828729857757251,0.004303285563341621,0.08865410019899762,0.0066565425749912244,0.020234828998444414,0.015077956712502933,0.0352841940676975,0.012531942892111559,0.02472348431958477,0.0018144715817355562,-0.05653477528169687
EBF1,-0.18760723505382984,-0.06821982799090881,-0.05508861011984555,-0.07151289788457144,-0.013128689265003525,-0.03337388083276502,-0.04853282992501963,-0.025498476252570255,0.012569596941341753,-0.0152185994303619,0.2198764750497338,0.08451657479223405,-0.018132810624584248,-0.1224686167222531,-0.03516890874299045,-0.07847728296019305,0.006344204297113544,-0.045298394925334946,-0.0294151070056505,-0.009054895942324441,0.05532946539752971,-0.014039885928727038,-0.023285172296829013,-0.030291064657630377,-0.09995028006566013,-0.04530205763023357,0.04010351684133393,-0.02325305664882149,-0.02286448314009937
RBPJ,0.013001119477107215,0.025404816589189912,0.04929162986717328,0.002970667286540376,0.005882483203294707,0.015841180152993663,0.013572015309474097,0.011441079860439877,0.044886830361326256,0.014560609646811511,0.18762161664008425,0.07217426888015548,0.007142118167546822,0.08615387426288781,-0.04282995600942023,0.009976507881686879,0.04234088510315535,0.021556369068115314,0.012016583897334222,0.002052068587465771,0.10818295203788984,0.005807352888883101,0.020602125559940416,0.022178359636682226,-0.0019729620670867667,0.023235009076035557,0.08856356961446243,-0.006402462762951783,0.05747107011579274
IRF4,-0.0021307839811724096,-0.03391144343559003,-0.027942381943154123,-0.013061344144780553,-0.0034031957200304813,-0.008711263567215898,-0.012316909003714748,-0.008316536878559915,-0.022408525601093018,-0.008772231421734677,-0.0779824862388111,-0.0231742088375498,-0.0063546484629935914,-0.06878247640027037,0.04454807986552518,-0.011690264108655623,-0.024820740867633872,-0.013311516567265246,-0.009123355779173536,-0.00016915022172508457,-0.06390177449515996,0.0039806891651092005,-0.012473435032543046,-0.015407314629009388,-0.0022494410387413712,-0.017079721798864005,-0.039950812524957344,0.007380272983982988,-0.003892076453686704
TCF12,0.02369344017941644,0.04051314113864571,-0.03326237214398577,0.002970090349938372,-0.00041150030242574116,-0.0006652435772880613,0.0025614295999940016,0.0010336746205046874,-0.02769910042148221,-0.008659945020298366,-0.15407874603773122,-0.05097449985327297,0.0016333920603945578,-0.01904661306754446,0.041807344073933085,0.0007258959244992781,-0.026448411883466694,0.0006816244676129436,0.00022188825843614846,0.001484872245788423,-0.0796062168659601,0.006178354079177292,-0.006870370813971919,-0.00257221768525793,0.04050350619734326,-0.0030612367482808944,-0.001621699088500206,0.011032193171484317,0.016931945517697163
TBX21,-0.008253793533554488,-0.045389498117018895,-0.06432932936786402,-0.01331810558895633,-0.005964295580953276,-0.014279432869512953,-0.009914121912388366,-0.01189861558596091,-0.04855652196637376,-0.018271839126512555,-0.1979059256814076,-0.08799793785383427,0.00015033756069407977,-0.04198109013799851,0.021643257649054403,-0.007420170713691275,-0.04333968747000642,-0.01652460314826587,-0.013163491876670578,-0.0017300158130733362,-0.14262387546304012,0.0014109434092700243,-0.023328708328173627,-0.021669911348959826,-0.011518093803750273,-0.017101943837574993,-0.08482147015327546,0.011209301818370229,0.024376269365353326
